body_type,brand,clothing_type,shoulder_width,bust,waist,hip,size
Rectangle,VeroModa,Oversized Jeans,38.8,87.9,87.9,87.9,S
Rectangle,Zara,Slim Fit Pants,47.3,86.5,86.5,86.5,M
Hourglass,VeroModa,Oversized Pants,40.8,89.8,67.3,85.3,XL
Rectangle,Zara,Regular Fit Jeans,37.2,82.5,82.5,82.5,L
Rectangle,H&M,Regular Fit Shirt,46.4,81.9,81.9,81.9,XL
Apple,VeroModa,Slim Fit Pants,48.2,93.1,93.1,93.1,S
Hourglass,Mango,Slim Fit Pants,49.2,108.2,81.1,102.8,XS
Apple,Zara,Oversized Pants,44.6,91.9,91.9,91.9,XS
Rectangle,Calvin Klein,Regular Fit Shirt,40.5,89.7,89.7,89.7,M
Rectangle,Mango,Oversized Pants,39.1,88.6,88.6,88.6,XS
Apple,SaasFaras,Slim Fit Jeans,47.5,117.4,117.4,117.4,L
Apple,H&M,Regular Fit T-Shirt,49.5,90.9,90.9,90.9,XS
Apple,Only,Regular Fit T-Shirt,44.1,119.2,119.2,119.2,XL
Rectangle,SaasFaras,Oversized Pants,43.0,84.9,84.9,84.9,XS
Apple,Calvin Klein,Oversized Jeans,38.5,109.8,109.8,109.8,S
Triangle,Mango,Oversized Jeans,36.2,81.9,81.9,96.4,XL
Hourglass,Only,Regular Fit T-Shirt,49.4,89.9,67.4,85.4,M
Pear,Forever 21,Regular Fit T-Shirt,39.0,91.6,73.3,107.8,XS
Apple,VeroModa,Slim Fit T-Shirt,49.1,111.2,111.2,111.2,XL
Hourglass,SaasFaras,Slim Fit Shirt,49.8,89.1,66.8,84.6,L
Apple,Forever 21,Slim Fit Shirt,45.8,95.3,95.3,95.3,S
Rectangle,Marks & Spencers,Slim Fit Jeans,40.9,93.1,93.1,93.1,XS
Rectangle,SaasFaras,Oversized Pants,43.7,89.9,89.9,89.9,XL
Hourglass,H&M,Regular Fit Jeans,41.3,92.5,69.3,87.8,L
Hourglass,Mango,Regular Fit Shirt,38.8,94.1,70.6,89.4,M
Apple,Calvin Klein,Slim Fit T-Shirt,43.7,115.2,115.2,115.2,S
Rectangle,SaasFaras,Oversized Jeans,45.8,87.0,87.0,87.0,XS
Hourglass,Zara,Oversized Jeans,35.3,88.2,66.2,83.8,M
Pear,SaasFaras,Slim Fit Pants,37.3,94.1,75.2,110.6,S
Hourglass,Forever 21,Oversized Jeans,40.0,97.4,73.0,92.5,L
Apple,SaasFaras,Regular Fit Pants,40.3,103.0,103.0,103.0,S
Apple,Zara,Slim Fit Shirt,48.0,110.6,110.6,110.6,XL
Pear,SaasFaras,Slim Fit Jeans,41.7,93.8,75.1,110.4,S
Triangle,Zara,Regular Fit T-Shirt,42.9,92.5,92.5,108.9,M
Triangle,Calvin Klein,Regular Fit Jeans,39.3,94.9,94.9,111.6,S
Pear,Zara,Regular Fit Jeans,48.5,81.2,65.0,95.6,M
Hourglass,Calvin Klein,Slim Fit Pants,48.7,85.9,64.4,81.6,XS
Rectangle,Forever 21,Regular Fit Shirt,40.1,92.9,92.9,92.9,S
Pear,Only,Oversized T-Shirt,44.8,86.2,69.0,101.4,XS
Pear,Zara,Regular Fit Jeans,45.2,90.5,72.4,106.5,XS
Pear,Mango,Regular Fit Pants,49.4,101.7,81.3,119.6,L
Pear,SaasFaras,Slim Fit T-Shirt,40.5,100.2,80.1,117.8,XS
Apple,VeroModa,Regular Fit Shirt,44.2,109.5,109.5,109.5,L
Apple,SaasFaras,Oversized T-Shirt,45.5,107.5,107.5,107.5,XS
Triangle,Marks & Spencers,Regular Fit Jeans,41.7,99.3,99.3,116.8,XS
Rectangle,Forever 21,Oversized Shirt,42.4,88.8,88.8,88.8,XS
Hourglass,SaasFaras,Oversized Shirt,49.4,105.3,79.0,100.1,XS
Hourglass,Only,Oversized Pants,43.5,93.4,70.1,88.8,XL
Rectangle,Marks & Spencers,Oversized T-Shirt,38.2,97.0,97.0,97.0,XS
Triangle,Forever 21,Oversized Shirt,36.9,83.4,83.4,98.1,XL
Rectangle,SaasFaras,Regular Fit T-Shirt,37.8,91.2,91.2,91.2,S
Hourglass,Only,Oversized Pants,47.3,100.2,75.2,95.2,S
Triangle,SaasFaras,Regular Fit Jeans,40.5,81.9,81.9,96.4,XS
Apple,Calvin Klein,Oversized Pants,44.2,100.6,100.6,100.6,S
Apple,H&M,Oversized Pants,38.9,109.2,109.2,109.2,XS
Hourglass,Calvin Klein,Slim Fit Pants,42.4,96.4,72.3,91.6,M
Hourglass,Only,Regular Fit T-Shirt,39.4,105.8,79.3,100.5,S
Apple,H&M,Slim Fit Shirt,37.5,119.7,119.7,119.7,L
Apple,Mango,Slim Fit T-Shirt,45.6,114.9,114.9,114.9,L
Pear,H&M,Regular Fit Jeans,43.0,98.9,79.1,116.4,L
Hourglass,Mango,Regular Fit Shirt,42.9,97.7,73.3,92.8,M
Rectangle,Marks & Spencers,Slim Fit Shirt,45.8,82.3,82.3,82.3,XL
Hourglass,Marks & Spencers,Oversized Pants,35.6,105.5,79.1,100.2,XS
Pear,Forever 21,Regular Fit T-Shirt,35.1,96.6,77.3,113.7,XS
Triangle,Forever 21,Regular Fit Shirt,35.0,89.1,89.1,104.9,M
Apple,SaasFaras,Slim Fit Jeans,38.3,101.5,101.5,101.5,XS
Hourglass,SaasFaras,Regular Fit Shirt,47.6,89.8,67.4,85.3,L
Pear,H&M,Regular Fit Shirt,47.2,99.6,79.7,117.2,S
Pear,Mango,Regular Fit Jeans,37.6,87.2,69.8,102.6,XL
Rectangle,Zara,Regular Fit Shirt,47.7,96.8,96.8,96.8,S
Apple,Only,Oversized Jeans,48.5,95.4,95.4,95.4,XL
Pear,Forever 21,Slim Fit Jeans,49.4,100.4,80.3,118.2,XS
Hourglass,Marks & Spencers,Oversized Pants,45.9,87.3,65.5,82.9,XL
Apple,Mango,Slim Fit T-Shirt,37.2,101.2,101.2,101.2,S
Rectangle,H&M,Regular Fit Pants,44.0,89.8,89.8,89.8,M
Rectangle,Calvin Klein,Oversized T-Shirt,39.9,80.9,80.9,80.9,M
Hourglass,Only,Oversized Jeans,40.0,96.3,72.2,91.4,S
Rectangle,Only,Oversized T-Shirt,44.6,95.1,95.1,95.1,XL
Triangle,SaasFaras,Slim Fit Pants,36.1,93.3,93.3,109.8,L
Hourglass,VeroModa,Oversized Jeans,47.1,105.3,79.0,100.0,XL
Triangle,Forever 21,Oversized T-Shirt,37.3,96.1,96.1,113.0,XL
Hourglass,Zara,Regular Fit Shirt,35.5,101.8,76.3,96.7,XS
Hourglass,H&M,Regular Fit Jeans,46.5,93.6,70.2,88.9,XL
Hourglass,Marks & Spencers,Oversized Jeans,43.7,97.9,73.5,93.0,S
Apple,Zara,Regular Fit Shirt,43.7,95.2,95.2,95.2,M
Pear,Only,Oversized Shirt,44.3,84.3,67.5,99.2,M
Apple,Mango,Slim Fit Shirt,49.0,107.8,107.8,107.8,M
Apple,Calvin Klein,Regular Fit Jeans,45.7,97.9,97.9,97.9,L
Hourglass,Zara,Oversized Jeans,40.1,104.9,78.7,99.6,L
Triangle,Calvin Klein,Slim Fit Pants,41.6,87.7,87.7,103.2,XL
Rectangle,Zara,Regular Fit Pants,37.1,93.9,93.9,93.9,M
Hourglass,Calvin Klein,Oversized Shirt,35.1,108.3,81.2,102.9,L
Hourglass,H&M,Oversized Pants,41.9,102.7,77.0,97.6,M
Triangle,Marks & Spencers,Slim Fit T-Shirt,40.8,101.1,101.1,119.0,L
Rectangle,VeroModa,Oversized T-Shirt,45.9,90.3,90.3,90.3,XL
Triangle,Zara,Oversized Pants,49.8,97.9,97.9,115.1,S
Rectangle,Mango,Oversized Shirt,35.2,80.9,80.9,80.9,XS
Rectangle,SaasFaras,Regular Fit T-Shirt,47.2,88.9,88.9,88.9,XS
Triangle,VeroModa,Regular Fit Shirt,38.9,96.7,96.7,113.7,S
Hourglass,H&M,Slim Fit T-Shirt,44.2,89.9,67.4,85.4,S
Hourglass,Only,Oversized Jeans,49.7,106.7,80.0,101.3,L
Rectangle,VeroModa,Regular Fit Pants,45.8,82.1,82.1,82.1,M
Hourglass,VeroModa,Regular Fit Shirt,40.0,93.1,69.8,88.5,XL
Rectangle,Calvin Klein,Oversized T-Shirt,49.0,88.7,88.7,88.7,M
Triangle,Mango,Slim Fit Jeans,39.4,86.8,86.8,102.2,L
Pear,VeroModa,Oversized T-Shirt,39.0,89.1,71.3,104.8,XS
Apple,Forever 21,Regular Fit Jeans,38.1,118.0,118.0,118.0,M
Triangle,VeroModa,Slim Fit T-Shirt,39.0,85.7,85.7,100.8,XS
Hourglass,Mango,Regular Fit Jeans,40.7,93.0,69.7,88.3,XL
Triangle,H&M,Slim Fit Jeans,38.3,81.2,81.2,95.5,M
Apple,Calvin Klein,Slim Fit Jeans,38.4,102.9,102.9,102.9,S
Hourglass,H&M,Regular Fit Shirt,44.5,86.8,65.1,82.4,XL
Rectangle,SaasFaras,Oversized Shirt,47.8,91.1,91.1,91.1,S
Triangle,Calvin Klein,Oversized Jeans,40.9,90.0,90.0,105.9,XL
Triangle,H&M,Regular Fit T-Shirt,41.8,84.1,84.1,99.0,XL
Hourglass,VeroModa,Regular Fit Shirt,41.6,99.2,74.4,94.2,XS
Pear,H&M,Oversized Pants,47.5,93.8,75.0,110.4,XL
Rectangle,Only,Regular Fit T-Shirt,45.5,86.1,86.1,86.1,XS
Triangle,Marks & Spencers,Slim Fit Shirt,43.6,83.6,83.6,98.4,M
Hourglass,Marks & Spencers,Slim Fit Pants,35.8,89.9,67.4,85.4,M
Rectangle,Marks & Spencers,Slim Fit Jeans,49.6,86.3,86.3,86.3,XS
Rectangle,H&M,Oversized Shirt,35.1,87.2,87.2,87.2,L
Pear,Only,Slim Fit Pants,48.1,93.7,75.0,110.3,M
Hourglass,H&M,Regular Fit T-Shirt,41.2,94.7,71.0,90.0,L
Rectangle,SaasFaras,Oversized Pants,42.4,91.3,91.3,91.3,L
Pear,H&M,Oversized T-Shirt,47.0,91.5,73.2,107.6,XS
Triangle,VeroModa,Slim Fit Shirt,49.7,99.8,99.8,117.4,L
Triangle,Zara,Regular Fit T-Shirt,38.3,93.0,93.0,109.4,M
Hourglass,SaasFaras,Slim Fit Shirt,46.9,88.3,66.2,83.8,XL
Triangle,Marks & Spencers,Slim Fit T-Shirt,35.7,92.2,92.2,108.4,M
Apple,SaasFaras,Slim Fit Pants,42.1,103.4,103.4,103.4,XL
Hourglass,Forever 21,Slim Fit T-Shirt,49.6,95.9,71.9,91.1,XS
Triangle,Only,Slim Fit Shirt,47.8,86.3,86.3,101.5,XS
Pear,Zara,Oversized Pants,45.9,82.8,66.2,97.4,XS
Hourglass,Marks & Spencers,Slim Fit T-Shirt,42.6,88.0,66.0,83.6,XS
Hourglass,VeroModa,Oversized Pants,38.1,101.2,75.9,96.1,S
Apple,SaasFaras,Oversized Pants,49.9,119.1,119.1,119.1,L
Rectangle,Only,Slim Fit Shirt,37.6,86.9,86.9,86.9,XL
Rectangle,Marks & Spencers,Slim Fit T-Shirt,48.7,96.5,96.5,96.5,M
Triangle,Only,Oversized Jeans,43.8,97.0,97.0,114.1,S
Triangle,Only,Regular Fit T-Shirt,35.4,83.5,83.5,98.2,XL
Hourglass,Calvin Klein,Regular Fit Jeans,44.6,109.6,82.2,104.1,XL
Pear,Only,Regular Fit Shirt,35.3,89.5,71.6,105.3,XS
Hourglass,VeroModa,Oversized T-Shirt,41.7,103.8,77.9,98.7,XL
Triangle,Calvin Klein,Slim Fit T-Shirt,45.3,83.7,83.7,98.4,XL
Hourglass,H&M,Oversized Shirt,44.4,109.0,81.8,103.6,XS
Pear,Forever 21,Regular Fit Pants,46.0,95.7,76.6,112.6,XS
Rectangle,SaasFaras,Regular Fit Jeans,35.9,88.1,88.1,88.1,XS
Triangle,H&M,Oversized Pants,45.1,82.0,82.0,96.4,M
Apple,Forever 21,Slim Fit Shirt,46.6,110.3,110.3,110.3,L
Rectangle,VeroModa,Slim Fit T-Shirt,38.1,94.5,94.5,94.5,S
Pear,Forever 21,Regular Fit Jeans,46.2,90.4,72.3,106.4,XL
Rectangle,Zara,Regular Fit T-Shirt,47.3,95.5,95.5,95.5,XL
Pear,H&M,Slim Fit Shirt,48.1,97.6,78.1,114.8,S
Hourglass,Calvin Klein,Oversized Shirt,35.8,98.3,73.8,93.4,S
Apple,H&M,Regular Fit Jeans,36.5,103.5,103.5,103.5,M
Pear,SaasFaras,Oversized Pants,36.9,83.7,67.0,98.5,L
Apple,Mango,Slim Fit Jeans,40.4,113.2,113.2,113.2,XL
Triangle,Zara,Slim Fit Pants,36.8,99.0,99.0,116.5,L
Triangle,Zara,Oversized T-Shirt,38.6,81.0,81.0,95.2,XS
Apple,Forever 21,Regular Fit Jeans,45.7,93.9,93.9,93.9,S
Rectangle,Only,Slim Fit Pants,43.8,92.2,92.2,92.2,S
Rectangle,Mango,Regular Fit Pants,38.2,82.8,82.8,82.8,M
Triangle,Mango,Regular Fit T-Shirt,45.9,101.0,101.0,118.8,M
Rectangle,Forever 21,Slim Fit T-Shirt,43.8,88.9,88.9,88.9,XL
Rectangle,Marks & Spencers,Slim Fit Shirt,46.2,88.2,88.2,88.2,L
Apple,Forever 21,Oversized Jeans,40.8,119.6,119.6,119.6,S
Pear,Forever 21,Slim Fit Jeans,42.4,85.0,68.0,100.0,S
Rectangle,Zara,Oversized Shirt,49.6,86.1,86.1,86.1,S
Apple,VeroModa,Regular Fit T-Shirt,39.7,112.2,112.2,112.2,M
Pear,VeroModa,Slim Fit Pants,45.2,101.8,81.4,119.7,S
Apple,Forever 21,Slim Fit Pants,47.6,97.9,97.9,97.9,XL
Triangle,Calvin Klein,Oversized Shirt,43.4,92.8,92.8,109.2,XS
Hourglass,Forever 21,Slim Fit T-Shirt,44.2,92.8,69.6,88.1,XL
Hourglass,VeroModa,Oversized Jeans,41.2,106.9,80.2,101.5,S
Hourglass,Calvin Klein,Regular Fit Jeans,36.7,102.7,77.0,97.6,XS
Pear,Marks & Spencers,Oversized Jeans,45.1,85.9,68.7,101.0,XS
Triangle,Marks & Spencers,Oversized Jeans,45.7,84.6,84.6,99.5,M
Triangle,VeroModa,Oversized Jeans,36.9,101.2,101.2,119.1,M
Apple,Mango,Regular Fit Shirt,49.8,93.2,93.2,93.2,M
Apple,Forever 21,Slim Fit Jeans,38.6,96.0,96.0,96.0,S
Triangle,Mango,Slim Fit T-Shirt,46.0,85.8,85.8,100.9,XS
Hourglass,Marks & Spencers,Slim Fit Pants,38.4,85.0,63.8,80.8,XS
Rectangle,Marks & Spencers,Slim Fit Jeans,38.1,90.5,90.5,90.5,XS
Hourglass,VeroModa,Regular Fit Shirt,38.1,93.4,70.0,88.7,S
Apple,VeroModa,Oversized Pants,43.7,98.7,98.7,98.7,XL
Pear,VeroModa,Oversized Jeans,36.7,100.5,80.4,118.3,M
Rectangle,Zara,Regular Fit Jeans,35.9,82.5,82.5,82.5,XS
Rectangle,Only,Regular Fit Jeans,48.9,99.6,99.6,99.6,L
Hourglass,SaasFaras,Regular Fit T-Shirt,39.7,99.1,74.3,94.1,S
Triangle,Zara,Regular Fit Jeans,37.9,99.3,99.3,116.8,XL
Hourglass,Calvin Klein,Regular Fit Shirt,40.4,98.8,74.1,93.8,S
Pear,VeroModa,Oversized Jeans,41.8,85.1,68.1,100.1,L
Apple,Zara,Oversized Jeans,35.7,93.1,93.1,93.1,XL
Pear,SaasFaras,Oversized Shirt,46.0,94.8,75.8,111.5,S
Hourglass,Calvin Klein,Oversized T-Shirt,48.7,99.8,74.8,94.8,XL
Triangle,Only,Slim Fit Jeans,35.2,101.5,101.5,119.5,L
Triangle,Forever 21,Regular Fit Shirt,37.7,82.9,82.9,97.6,S
Apple,Marks & Spencers,Oversized T-Shirt,35.3,112.8,112.8,112.8,M
Triangle,Calvin Klein,Regular Fit Jeans,44.2,88.5,88.5,104.1,L
Triangle,VeroModa,Regular Fit Jeans,43.8,82.2,82.2,96.7,M
Apple,Forever 21,Regular Fit Jeans,37.1,91.0,91.0,91.0,M
Hourglass,SaasFaras,Oversized Shirt,35.4,90.6,68.0,86.1,XL
Pear,Only,Slim Fit T-Shirt,36.9,97.7,78.1,114.9,S
Hourglass,Zara,Regular Fit Jeans,36.1,102.3,76.7,97.2,L
Hourglass,Zara,Slim Fit Jeans,49.3,105.8,79.3,100.5,L
Rectangle,H&M,Slim Fit Pants,38.9,95.8,95.8,95.8,XL
Hourglass,SaasFaras,Slim Fit Jeans,41.3,93.4,70.1,88.8,M
Pear,Only,Regular Fit Jeans,35.4,86.5,69.2,101.8,M
Rectangle,Calvin Klein,Regular Fit Jeans,48.0,86.0,86.0,86.0,L
Pear,Forever 21,Regular Fit Pants,38.1,95.5,76.4,112.4,XS
Hourglass,Zara,Slim Fit Shirt,48.5,88.1,66.1,83.7,XL
Triangle,Marks & Spencers,Regular Fit Pants,41.5,97.8,97.8,115.1,XL
Rectangle,Forever 21,Oversized Pants,44.1,86.7,86.7,86.7,M
Rectangle,Only,Regular Fit Jeans,35.7,97.6,97.6,97.6,XL
Triangle,Marks & Spencers,Regular Fit Pants,47.5,94.5,94.5,111.2,S
Pear,Forever 21,Slim Fit Pants,38.0,92.4,73.9,108.7,S
Pear,Mango,Oversized T-Shirt,37.4,81.8,65.5,96.3,XL
Apple,Forever 21,Slim Fit T-Shirt,46.5,105.5,105.5,105.5,XL
Apple,SaasFaras,Regular Fit Pants,41.6,94.7,94.7,94.7,M
Apple,H&M,Slim Fit Shirt,37.6,101.6,101.6,101.6,S
Pear,Marks & Spencers,Slim Fit Shirt,37.6,91.7,73.4,107.9,M
Pear,Only,Slim Fit Jeans,42.4,86.2,69.0,101.4,XS
Triangle,Mango,Slim Fit Jeans,46.5,101.1,101.1,118.9,M
Pear,Calvin Klein,Regular Fit T-Shirt,45.6,97.5,78.0,114.7,M
Pear,Marks & Spencers,Oversized T-Shirt,47.7,87.5,70.0,102.9,XL
Hourglass,Only,Regular Fit T-Shirt,42.6,91.0,68.3,86.5,XL
Pear,SaasFaras,Regular Fit T-Shirt,46.6,101.9,81.6,119.9,M
Pear,Forever 21,Slim Fit Jeans,37.2,96.9,77.5,114.0,M
Hourglass,Forever 21,Slim Fit Jeans,37.0,85.3,64.0,81.0,S
Triangle,Marks & Spencers,Slim Fit Shirt,39.6,101.7,101.7,119.6,M
Apple,VeroModa,Oversized Jeans,47.9,91.9,91.9,91.9,XL
Triangle,Calvin Klein,Regular Fit T-Shirt,36.1,95.0,95.0,111.7,M
Pear,Zara,Slim Fit Pants,37.7,89.6,71.7,105.4,L
Apple,Marks & Spencers,Regular Fit Shirt,36.7,110.2,110.2,110.2,S
Pear,Only,Slim Fit Pants,47.7,85.0,68.0,99.9,XS
Hourglass,Only,Oversized Pants,44.6,98.3,73.7,93.4,XS
Hourglass,Zara,Regular Fit Pants,49.5,100.3,75.2,95.3,M
Apple,H&M,Slim Fit Jeans,48.1,95.1,95.1,95.1,L
Hourglass,VeroModa,Regular Fit Shirt,49.3,101.3,76.0,96.3,S
Hourglass,Mango,Oversized Pants,46.5,103.0,77.3,97.9,L
Hourglass,Mango,Regular Fit Jeans,47.0,87.2,65.4,82.8,L
Apple,Marks & Spencers,Oversized T-Shirt,39.3,116.0,116.0,116.0,XL
Rectangle,Forever 21,Oversized Pants,35.3,82.8,82.8,82.8,XL
Pear,Calvin Klein,Slim Fit T-Shirt,45.4,94.9,75.9,111.6,S
Hourglass,SaasFaras,Oversized T-Shirt,39.3,107.9,80.9,102.5,L
Hourglass,Calvin Klein,Oversized Shirt,45.3,102.8,77.1,97.7,M
Hourglass,Mango,Oversized T-Shirt,40.3,91.6,68.7,87.0,S
Hourglass,Calvin Klein,Slim Fit Jeans,36.6,101.5,76.2,96.5,XL
Rectangle,Marks & Spencers,Slim Fit Pants,45.2,95.6,95.6,95.6,M
Apple,Only,Oversized T-Shirt,46.8,106.7,106.7,106.7,M
Apple,Forever 21,Oversized T-Shirt,44.9,112.0,112.0,112.0,L
Triangle,Zara,Slim Fit T-Shirt,40.0,93.4,93.4,109.9,M
Triangle,Only,Slim Fit Jeans,48.7,82.8,82.8,97.4,XL
Hourglass,SaasFaras,Oversized T-Shirt,36.0,102.0,76.5,96.9,S
Triangle,Only,Slim Fit Pants,49.5,89.7,89.7,105.5,XL
Apple,Marks & Spencers,Regular Fit T-Shirt,36.2,98.8,98.8,98.8,M
Triangle,Zara,Oversized T-Shirt,49.3,85.0,85.0,100.1,M
Apple,VeroModa,Regular Fit T-Shirt,50.0,98.4,98.4,98.4,S
Pear,Zara,Oversized Shirt,35.9,88.1,70.5,103.6,L
Rectangle,H&M,Slim Fit Shirt,38.3,97.7,97.7,97.7,M
Apple,SaasFaras,Regular Fit Pants,42.7,112.9,112.9,112.9,S
Pear,Calvin Klein,Slim Fit Jeans,44.0,96.4,77.1,113.4,M
Hourglass,Zara,Regular Fit Shirt,41.0,94.2,70.6,89.5,XS
Rectangle,Zara,Regular Fit Jeans,42.3,97.6,97.6,97.6,S
Pear,Mango,Oversized Pants,40.5,84.0,67.2,98.9,XS
Hourglass,Zara,Regular Fit Shirt,38.5,87.7,65.7,83.3,S
Triangle,Zara,Regular Fit Shirt,42.5,84.6,84.6,99.5,L
Pear,H&M,Regular Fit T-Shirt,39.2,93.6,74.9,110.1,L
Triangle,Only,Oversized Pants,38.6,90.7,90.7,106.7,M
Hourglass,SaasFaras,Slim Fit T-Shirt,47.1,92.2,69.2,87.6,XL
Pear,Calvin Klein,Regular Fit Jeans,44.1,93.6,74.9,110.2,M
Pear,Marks & Spencers,Oversized T-Shirt,43.0,86.4,69.1,101.6,L
Rectangle,Marks & Spencers,Oversized T-Shirt,38.2,94.4,94.4,94.4,XS
Pear,Calvin Klein,Regular Fit Jeans,36.7,91.4,73.1,107.5,L
Apple,Forever 21,Regular Fit T-Shirt,48.2,94.7,94.7,94.7,S
Pear,Calvin Klein,Slim Fit T-Shirt,42.5,81.5,65.2,95.9,M
Rectangle,Calvin Klein,Slim Fit T-Shirt,38.8,83.5,83.5,83.5,XL
Pear,Forever 21,Regular Fit Pants,37.6,81.5,65.2,95.9,S
Rectangle,Calvin Klein,Slim Fit Jeans,37.2,90.7,90.7,90.7,XS
Triangle,SaasFaras,Slim Fit T-Shirt,39.7,93.2,93.2,109.6,S
Hourglass,Only,Oversized Shirt,44.9,95.7,71.8,90.9,XS
Triangle,H&M,Oversized Jeans,44.1,91.8,91.8,108.0,L
Pear,Only,Slim Fit Jeans,41.9,89.6,71.7,105.4,L
Apple,VeroModa,Slim Fit T-Shirt,46.2,109.4,109.4,109.4,XS
Hourglass,VeroModa,Oversized Jeans,39.3,105.1,78.9,99.9,XL
Rectangle,Zara,Slim Fit Shirt,36.0,96.9,96.9,96.9,S
Triangle,Zara,Slim Fit Pants,46.3,87.4,87.4,102.8,L
Triangle,SaasFaras,Slim Fit Jeans,41.1,96.1,96.1,113.1,L
Triangle,Marks & Spencers,Oversized Pants,37.6,86.8,86.8,102.1,S
Rectangle,Marks & Spencers,Regular Fit T-Shirt,40.9,99.6,99.6,99.6,XS
Apple,Marks & Spencers,Oversized T-Shirt,39.2,94.8,94.8,94.8,L
Rectangle,Calvin Klein,Slim Fit Jeans,36.6,83.0,83.0,83.0,XS
Pear,Mango,Slim Fit Shirt,38.0,96.6,77.3,113.7,S
Apple,VeroModa,Regular Fit Jeans,39.9,96.9,96.9,96.9,M
Apple,VeroModa,Regular Fit Pants,38.8,114.2,114.2,114.2,XL
Triangle,VeroModa,Oversized T-Shirt,38.9,81.3,81.3,95.7,XS
Apple,SaasFaras,Oversized T-Shirt,41.2,106.7,106.7,106.7,M
Hourglass,Zara,Slim Fit Pants,47.2,93.8,70.3,89.1,L
Triangle,Zara,Slim Fit Shirt,37.8,83.2,83.2,97.9,XL
Pear,Zara,Regular Fit Shirt,41.6,96.0,76.8,112.9,S
Rectangle,Forever 21,Oversized Shirt,46.5,83.2,83.2,83.2,XS
Triangle,Marks & Spencers,Slim Fit T-Shirt,43.3,83.9,83.9,98.7,L
Triangle,VeroModa,Oversized T-Shirt,36.8,81.6,81.6,96.0,XS
Hourglass,Only,Regular Fit Pants,44.3,85.9,64.4,81.6,M
Apple,Forever 21,Oversized T-Shirt,41.9,99.4,99.4,99.4,L
Hourglass,Marks & Spencers,Slim Fit T-Shirt,40.8,95.4,71.6,90.6,S
Hourglass,VeroModa,Oversized Pants,35.9,99.6,74.7,94.6,XS
Pear,VeroModa,Oversized Shirt,42.5,81.6,65.3,96.0,XL
Hourglass,Marks & Spencers,Oversized T-Shirt,39.5,93.8,70.4,89.1,XS
Triangle,Mango,Oversized Shirt,49.0,96.3,96.3,113.3,L
Rectangle,Mango,Oversized T-Shirt,42.1,98.4,98.4,98.4,S
Apple,Mango,Oversized Pants,49.9,103.2,103.2,103.2,L
Hourglass,Calvin Klein,Slim Fit Jeans,38.6,96.4,72.3,91.5,XS
Rectangle,Marks & Spencers,Slim Fit T-Shirt,45.4,80.3,80.3,80.3,L
Pear,Only,Oversized Shirt,38.4,96.0,76.8,112.9,M
Rectangle,Zara,Regular Fit Pants,37.3,91.2,91.2,91.2,M
Rectangle,SaasFaras,Regular Fit Jeans,39.8,80.7,80.7,80.7,XS
Triangle,Marks & Spencers,Slim Fit T-Shirt,41.0,89.9,89.9,105.7,L
Triangle,H&M,Oversized Jeans,37.1,81.0,81.0,95.2,L
Apple,Marks & Spencers,Regular Fit Shirt,40.5,118.3,118.3,118.3,XL
Hourglass,Forever 21,Regular Fit T-Shirt,44.4,100.2,75.1,95.2,S
Hourglass,Marks & Spencers,Slim Fit Jeans,41.4,88.7,66.5,84.3,XS
Rectangle,Marks & Spencers,Regular Fit Shirt,44.1,99.5,99.5,99.5,XS
Hourglass,Calvin Klein,Slim Fit Jeans,44.2,86.0,64.5,81.7,XS
Apple,VeroModa,Oversized Jeans,43.9,90.2,90.2,90.2,XS
Apple,Only,Slim Fit Jeans,38.4,101.8,101.8,101.8,M
Rectangle,VeroModa,Slim Fit T-Shirt,36.3,92.9,92.9,92.9,S
Hourglass,Marks & Spencers,Oversized Pants,41.9,92.8,69.6,88.2,XS
Triangle,Mango,Slim Fit Shirt,46.7,99.1,99.1,116.6,XL
Hourglass,Forever 21,Regular Fit Shirt,46.4,89.3,66.9,84.8,XL
Hourglass,Forever 21,Oversized Shirt,38.2,99.0,74.3,94.1,S
Rectangle,Only,Slim Fit T-Shirt,44.6,83.8,83.8,83.8,L
Pear,Zara,Slim Fit Pants,43.9,94.8,75.8,111.5,XS
Pear,Only,Regular Fit Shirt,39.1,93.4,74.7,109.9,L
Hourglass,Forever 21,Regular Fit Shirt,44.7,102.3,76.8,97.2,XS
Hourglass,Only,Oversized Pants,46.4,91.6,68.7,87.0,L
Rectangle,Calvin Klein,Slim Fit Jeans,41.9,90.3,90.3,90.3,S
Hourglass,Calvin Klein,Regular Fit T-Shirt,42.7,92.4,69.3,87.8,L
Hourglass,SaasFaras,Oversized Pants,35.7,99.1,74.3,94.1,XL
Rectangle,SaasFaras,Slim Fit Pants,43.0,91.2,91.2,91.2,S
Apple,Forever 21,Slim Fit Pants,46.4,93.6,93.6,93.6,M
Apple,Mango,Slim Fit Shirt,36.4,117.4,117.4,117.4,XS
Pear,VeroModa,Regular Fit Shirt,39.1,94.8,75.8,111.5,M
Pear,Only,Regular Fit T-Shirt,48.1,82.9,66.3,97.5,L
Rectangle,Forever 21,Oversized Pants,39.2,80.8,80.8,80.8,XL
Rectangle,VeroModa,Slim Fit Shirt,42.8,80.4,80.4,80.4,XS
Rectangle,VeroModa,Regular Fit Shirt,49.8,92.7,92.7,92.7,XL
Hourglass,VeroModa,Oversized Shirt,45.0,95.4,71.6,90.7,S
